CPU_COUNT,TIME_MS,NN_FACTOR,ANT_COUNT,LOCAL_SEARCH,TOUR_LEN,SOLUTION_FOUND_IN_IT,NON_IMPROVED_PERIODS
16,227,15,1,true,42116,77,11;6;1;2;50;100;
16,193,15,1,true,41860,64,13;4;4;37;100;
16,178,15,1,true,41615,52,2;3;5;37;100;
16,134,15,1,true,41807,9,1;1;2;100;
16,150,15,1,true,41771,25,5;4;2;1;5;100;
16,145,15,1,true,41584,20,1;5;8;100;
16,321,15,1,true,41555,181,1;2;4;5;8;31;43;77;100;
16,178,15,1,true,41713,51,1;1;2;4;32;100;
16,199,15,1,true,42002,73,3;7;18;39;100;
16,172,15,1,true,41548,47,1;3;5;2;29;100;
16,158,15,6,true,41769,21,2;3;11;100;
16,295,15,6,true,41377,142,5;38;94;100;
16,190,15,6,true,41602,51,1;5;1;2;32;100;
16,193,15,6,true,41560,52,10;12;24;100;
16,266,15,6,true,41565,116,2;1;2;13;11;4;72;100;
16,222,15,6,true,41724,78,1;1;56;13;100;
16,276,15,6,true,41235,126,1;1;4;36;50;25;100;
16,206,15,6,true,41782,65,1;58;100;
16,221,15,6,true,41777,77,4;3;1;32;9;1;7;7;3;100;
16,209,15,6,true,41652,68,4;1;57;100;
16,208,15,11,true,41562,62,6;7;32;11;100;
16,278,15,11,true,41592,123,3;19;41;20;16;16;100;
16,146,15,11,true,41340,9,3;1;100;
16,196,15,11,true,41425,52,4;2;3;7;29;100;
16,165,15,11,true,41272,26,2;18;100;
16,196,15,11,true,41420,52,1;5;34;5;100;
16,198,15,11,true,41245,54,2;7;13;25;1;100;
16,274,15,11,true,41519,119,2;3;3;3;1;4;95;100;
16,247,15,11,true,41556,93,2;3;3;2;15;7;53;100;
16,394,15,11,true,41430,210,7;13;2;18;67;23;68;100;
16,311,15,16,true,41301,145,1;12;6;60;57;100;
16,154,15,16,true,41695,14,1;4;3;100;
16,150,15,16,true,41469,10,1;5;100;
16,279,15,16,true,41484,119,1;1;20;6;20;12;6;7;32;100;
16,198,15,16,true,41542,50,1;7;2;1;25;5;100;
16,174,15,16,true,41582,31,2;4;18;100;
16,222,15,16,true,41295,69,2;1;1;5;15;37;100;
16,222,15,16,true,41365,71,3;40;19;4;100;
16,227,15,16,true,41635,74,5;63;100;
16,314,15,16,true,41333,148,8;6;29;87;10;100;
16,198,15,21,true,41451,38,4;5;3;11;8;100;
16,205,15,21,true,41279,45,2;21;17;100;
16,271,15,21,true,41461,96,3;43;5;39;100;
16,162,15,21,true,41554,12,1;1;3;2;100;
16,281,15,21,true,41332,102,3;1;7;86;100;
16,178,15,21,true,41218,23,8;12;100;
16,204,15,21,true,41269,44,1;1;17;19;100;
16,454,15,21,true,41450,229,1;4;17;80;26;62;30;100;
16,211,15,21,true,41428,49,1;11;20;9;100;
16,251,15,21,true,41524,81,2;5;70;100;
16,170,15,26,true,41526,13,2;2;2;100;
16,286,15,26,true,41398,103,6;6;1;85;100;
16,444,15,26,true,41348,216,4;2;4;8;8;45;60;12;59;100;
16,222,15,26,true,41518,54,3;8;1;26;6;100;
16,294,15,26,true,41438,108,1;80;23;100;
16,163,15,26,true,41388,10,3;2;100;
16,361,15,26,true,41310,158,2;3;2;5;5;3;27;13;85;100;
16,313,15,26,true,41312,124,2;1;1;2;52;57;100;
16,391,15,26,true,41240,179,5;3;4;13;46;95;100;
16,313,15,26,true,41233,121,1;7;50;14;41;100;
16,318,15,31,true,41329,124,1;2;1;23;3;85;100;
16,601,15,31,true,41290,318,28;3;48;71;95;63;100;
16,369,15,31,true,41337,157,1;2;4;5;7;46;83;100;
16,502,15,31,true,41390,250,3;2;17;71;89;60;100;
16,172,15,31,true,41148,15,1;3;7;100;
16,254,15,31,true,41306,73,1;6;7;51;100;
16,280,15,31,true,41349,95,2;1;3;34;13;35;100;
16,705,15,31,true,41298,388,14;16;61;95;25;69;99;100;
16,431,15,31,true,41406,201,3;6;5;14;33;39;92;100;
16,169,15,31,true,41580,12,2;3;1;100;
16,192,15,36,true,41149,21,9;8;100;
