CPU_COUNT,TIME_MS,NN_FACTOR,ANT_COUNT,LOCAL_SEARCH,TOUR_LEN,SOLUTION_FOUND_IN_IT,NON_IMPROVED_PERIODS
4,547,15,1,true,41240,168,4;3;5;32;79;37;100;
4,360,15,1,true,41425,194,1;1;13;31;39;8;32;3;55;100;
4,187,15,1,true,41709,64,1;2;6;6;38;100;
4,224,15,1,true,41309,81,3;3;6;17;45;100;
4,286,15,1,true,41760,148,1;7;49;85;100;
4,250,15,1,true,41496,123,5;23;90;100;
4,157,15,1,true,41877,17,3;1;1;2;2;100;
4,156,15,1,true,41602,32,3;24;100;
4,188,15,1,true,41631,52,1;11;8;22;1;100;
4,187,15,1,true,41887,69,12;7;7;35;100;
4,312,15,6,true,41713,109,1;3;6;37;55;100;
4,453,15,6,true,41263,200,1;1;1;20;5;51;59;52;100;
4,282,15,6,true,41708,81,1;1;5;4;8;47;6;100;
4,265,15,6,true,41456,67,3;3;2;51;100;
4,203,15,6,true,41585,39,4;3;28;100;
4,688,15,6,true,41569,335,9;5;15;66;19;55;93;63;100;
4,344,15,6,true,41425,141,6;15;16;25;73;100;
4,234,15,6,true,41783,44,6;4;8;5;13;100;
4,235,15,6,true,41549,61,1;1;23;30;100;
4,250,15,6,true,41128,67,21;43;100;
4,344,15,11,true,41433,101,1;17;14;63;100;
4,296,15,11,true,41434,71,1;1;47;17;100;
4,313,15,11,true,41484,92,4;1;13;68;100;
4,266,15,11,true,41650,51,6;17;23;100;
4,234,15,11,true,41713,37,2;5;2;23;100;
4,547,15,11,true,41620,212,4;44;19;71;66;100;
4,281,15,11,true,41251,62,1;1;54;100;
4,188,15,11,true,41382,10,1;3;100;
4,297,15,11,true,41518,72,3;7;6;29;17;100;
4,187,15,11,true,41251,12,1;4;100;
4,391,15,16,true,41040,110,1;3;3;96;100;
4,453,15,16,true,41615,152,1;3;4;11;68;57;100;
4,344,15,16,true,41429,85,1;1;2;2;32;35;100;
4,422,15,16,true,41458,132,4;2;3;7;35;44;28;100;
4,219,15,16,true,41740,13,1;6;100;
4,234,15,16,true,41673,19,6;2;5;100;
4,203,15,16,true,41621,9,1;3;100;
4,266,15,16,true,41647,31,1;25;100;
4,500,15,16,true,41375,181,1;1;3;6;54;29;58;19;100;
4,312,15,16,true,41549,61,4;5;4;22;8;8;100;
4,422,15,21,true,41334,104,3;43;54;100;
4,250,15,21,true,41613,17,2;10;100;
4,266,15,21,true,41498,19,1;4;1;4;100;
4,359,15,21,true,41524,73,15;32;20;100;
4,266,15,21,true,41404,27,6;1;5;10;100;
4,266,15,21,true,41531,24,1;1;1;2;13;100;
4,594,15,21,true,41465,192,1;6;5;1;3;1;45;64;50;100;
4,437,15,21,true,41427,110,8;12;7;29;45;100;
4,251,15,21,true,41325,24,1;3;15;100;
4,234,15,21,true,41308,3,1;100;
4,359,15,26,true,41571,57,2;1;18;27;100;
4,657,15,26,true,41380,194,1;1;41;90;28;4;18;100;
4,453,15,26,true,41258,98,2;1;7;72;8;100;
4,437,15,26,true,41355,93,2;27;32;25;100;
4,516,15,26,true,41329,132,1;3;15;3;15;2;58;24;100;
4,266,15,26,true,41196,11,2;2;1;100;
4,328,15,26,true,41507,46,5;35;100;
4,562,15,26,true,41262,154,2;10;1;40;8;84;100;
4,672,15,26,true,41275,198,2;2;1;14;10;90;69;100;
4,250,15,26,true,41237,8,2;1;100;
4,360,15,31,true,41470,42,1;4;13;13;100;
4,390,15,31,true,41414,59,1;1;1;6;2;2;4;2;11;16;100;
4,282,15,31,true,41377,8,1;2;1;100;
4,391,15,31,true,41413,55,2;6;1;15;7;16;100;
4,312,15,31,true,41170,28,15;7;100;
4,360,15,31,true,41536,36,3;5;22;100;
4,281,15,31,true,41500,10,2;1;3;100;
4,281,15,31,true,41212,10,1;6;100;
4,391,15,31,true,41420,58,2;17;8;25;100;
4,390,15,31,true,41425,61,3;10;11;29;100;
4,407,15,36,true,41111,45,2;4;23;8;100;
4,656,15,36,true,41237,150,1;1;7;43;48;40;100;
4,391,15,36,true,41414,41,2;2;17;14;100;
4,609,15,36,true,41277,134,5;2;3;5;6;20;55;26;1;100;
4,641,15,36,true,41227,133,1;1;1;14;45;64;100;
4,532,15,36,true,41461,99,3;1;11;9;68;100;
4,468,15,36,true,41231,49,3;14;12;13;100;
4,891,15,36,true,41207,237,1;1;2;1;58;97;69;100;
4,406,15,36,true,41345,53,3;1;43;100;
4,313,15,36,true,41496,12,10;100;
4,437,15,41,true,41101,48,2;15;25;100;
4,750,15,41,true,41364,160,2;5;16;23;14;17;23;27;21;100;
4,360,15,41,true,41257,23,1;2;2;3;8;100;
4,515,15,41,true,41442,82,2;2;3;17;51;100;
4,594,15,41,true,41271,103,1;4;3;5;39;43;100;
4,344,15,41,true,41464,16,2;4;2;100;
4,484,15,41,true,41287,66,1;1;2;13;40;100;
4,438,15,41,true,41245,53,2;1;21;11;1;9;100;
4,359,15,41,true,41355,23,6;1;5;6;100;
4,750,15,41,true,41040,168,1;7;6;20;24;93;4;100;
4,328,15,46,true,41608,4,1;100;
4,391,15,46,true,41378,23,2;3;11;100;
4,375,15,46,true,41305,20,1;12;100;
4,562,15,46,true,41262,82,1;1;2;3;11;41;12;100;
4,563,15,46,true,41345,86,11;2;1;1;1;60;100;
4,719,15,46,true,41270,130,2;27;1;94;100;
4,345,15,46,true,41443,10,5;1;100;
4,484,15,46,true,41281,54,1;2;46;100;
4,672,15,46,true,41278,118,1;43;36;19;12;100;
4,891,15,46,true,41124,194,3;2;27;10;89;11;44;100;
4,1297,15,51,true,41267,295,2;2;4;1;2;2;61;69;57;81;100;
4,953,15,51,true,41097,182,1;2;11;72;86;100;
4,391,15,51,true,41350,17,4;3;2;3;100;
4,813,15,51,true,41226,147,1;5;94;40;100;
4,485,15,51,true,41170,48,1;1;1;2;36;100;
4,781,15,51,true,41192,135,3;4;6;37;42;35;100;
4,610,15,51,true,41135,85,1;1;1;30;20;2;20;100;
4,531,15,51,true,41087,60,2;2;2;1;44;100;
4,719,15,51,true,41255,122,2;2;6;16;18;69;100;
4,594,15,51,true,41044,76,1;5;8;1;11;8;32;100;
4,515,15,56,true,41343,48,2;3;5;31;100;
4,922,15,56,true,41145,158,6;10;59;75;100;
4,610,15,56,true,41398,76,3;2;31;24;8;100;
4,938,15,56,true,41209,167,3;6;3;6;79;58;100;
4,485,15,56,true,41340,35,16;2;11;100;
4,516,15,56,true,41095,48,2;3;7;28;100;
4,453,15,56,true,41071,23,7;1;1;1;6;100;
4,625,15,56,true,41455,83,7;22;48;100;
4,968,15,56,true,41365,170,1;1;13;78;47;20;100;
4,686,15,56,true,41368,97,2;4;19;23;42;100;
4,876,15,61,true,41371,137,3;2;88;35;100;
4,656,15,61,true,41292,78,3;3;1;6;57;100;
4,406,15,61,true,41452,5,1;100;
4,1094,15,61,true,40907,198,20;2;14;69;10;74;100;
4,438,15,61,true,41473,15,1;9;100;
4,735,15,61,true,41326,90,1;1;3;2;6;2;62;2;100;
4,891,15,61,true,40952,146,6;12;6;40;74;100;
4,656,15,61,true,41342,75,2;14;7;46;100;
4,438,15,61,true,41339,14,1;4;100;
4,781,15,61,true,41298,107,1;10;12;75;100;
4,735,15,66,true,41172,91,4;11;7;61;2;100;
4,969,15,66,true,41156,149,11;22;15;94;100;
4,908,15,66,true,41241,133,1;11;10;10;93;100;
4,438,15,66,true,41328,10,2;4;100;
4,828,15,66,true,41095,111,8;3;3;29;43;14;100;
4,625,15,66,true,41107,57,3;1;1;1;14;1;24;100;
4,426,15,66,true,41350,4,100;
4,1016,15,66,true,41351,162,4;7;5;62;76;100;
4,484,15,66,true,41416,23,6;3;9;100;
4,535,15,66,true,41472,34,3;3;19;2;100;
4,969,15,71,true,41263,139,2;99;34;100;
4,500,15,71,true,40955,20,1;10;1;100;
4,734,15,71,true,41299,77,3;69;100;
4,656,15,71,true,41186,58,1;1;5;37;5;100;
4,594,15,71,true,41352,40,1;35;100;
4,657,15,71,true,41344,59,4;6;42;100;
4,1297,15,71,true,41367,220,1;3;6;54;26;28;94;100;
4,1096,15,71,true,41293,168,3;2;1;1;17;47;87;100;
4,625,15,71,true,40981,52,48;100;
4,485,15,71,true,41267,13,1;1;3;100;
4,625,15,76,true,41029,44,1;4;1;1;27;100;
4,469,15,76,true,41331,7,1;100;
4,800,15,76,true,41288,83,1;2;13;8;50;100;
4,625,15,76,true,41282,43,1;36;100;
4,750,15,76,true,41074,75,2;6;6;53;100;
4,953,15,76,true,41214,118,4;3;36;68;100;
4,938,15,76,true,41317,115,1;1;3;1;97;2;100;
4,877,15,76,true,41089,106,2;54;35;4;5;100;
4,1234,15,76,true,41187,188,10;3;17;12;96;42;100;
4,1047,15,76,true,41084,143,2;6;46;17;66;100;
4,893,15,81,true,41312,98,1;4;2;1;4;41;36;100;
4,969,15,81,true,41125,113,5;7;19;25;2;48;100;
4,968,15,81,true,41242,111,2;1;5;6;6;69;11;100;
4,737,15,81,true,41070,60,25;1;17;10;100;
4,1250,15,81,true,41208,161,3;2;16;43;90;100;
4,691,15,81,true,41207,51,1;3;2;1;6;27;100;
4,688,15,81,true,41347,53,50;100;
4,984,15,81,true,41005,118,3;29;81;100;
4,657,15,81,true,41381,42,4;1;31;100;
4,546,15,81,true,41193,18,3;2;7;100;
4,844,15,86,true,41305,79,3;1;2;56;9;100;
4,860,15,86,true,41157,78,1;2;2;65;100;
4,799,15,86,true,41066,71,2;1;6;54;100;
4,985,15,86,true,41293,109,2;2;2;10;43;1;39;100;
4,703,15,86,true,41195,46,2;4;2;1;31;100;
4,610,15,86,true,41252,26,1;2;11;5;100;
4,640,15,86,true,41337,31,2;8;2;10;100;
4,1141,15,86,true,41174,143,1;4;5;18;50;56;100;
4,693,15,86,true,41339,44,2;4;21;8;100;
4,750,15,86,true,41332,58,1;4;5;27;10;3;100;
4,750,15,91,true,41332,23,1;1;5;11;100;
4,656,15,91,true,41396,25,2;4;7;3;100;
4,800,15,91,true,41353,60,1;5;8;4;10;24;100;
4,734,15,91,true,41349,49,10;2;16;13;100;
4,563,15,91,true,40886,11,1;4;100;
4,1424,15,91,true,41191,193,3;1;22;73;88;100;
4,1110,15,91,true,40998,124,1;2;2;22;32;6;50;100;
4,861,15,91,true,41439,75,1;1;2;10;29;23;100;
4,1203,15,91,true,41140,145,1;1;17;47;69;100;
4,797,15,91,true,41215,62,1;1;6;20;26;100;
4,625,15,96,true,41236,18,4;7;1;100;
4,535,15,96,true,41411,3,1;100;
4,610,15,96,true,41108,16,1;1;9;100;
4,1140,15,96,true,41193,121,1;1;11;21;81;100;
4,751,15,96,true,41303,45,2;1;36;100;
4,609,15,96,true,41346,17,2;2;7;100;
4,672,15,96,true,41485,30,4;6;2;12;100;
4,562,15,96,true,41202,8,4;100;
4,719,15,96,true,41414,36,1;4;24;100;
4,984,15,96,true,41302,92,2;2;82;100;
4,770,15,101,true,41372,42,1;4;5;2;20;100;
4,797,15,101,true,41262,47,2;17;21;100;
4,579,15,101,true,41423,8,1;1;2;100;
4,1484,15,101,true,41102,178,2;8;76;13;72;100;
4,846,15,101,true,41218,57,2;8;39;100;
4,984,15,101,true,41147,86,51;4;25;100;
4,658,15,101,true,41100,21,4;13;100;
4,1643,15,101,true,41293,206,1;3;1;13;19;34;24;39;13;44;100;
4,875,15,101,true,41007,62,2;56;100;
4,687,15,101,true,41351,28,1;10;12;100;
4,895,15,106,true,41323,60,1;1;22;11;18;100;
4,703,15,106,true,41320,26,8;2;9;100;
4,813,15,106,true,41231,45,3;1;5;23;6;100;
4,922,15,106,true,41278,69,3;6;6;6;41;100;
4,844,15,106,true,41135,51,1;3;6;17;16;100;
4,765,15,106,true,41198,36,1;3;3;23;100;
4,2083,15,106,true,41207,281,2;7;15;32;56;88;72;100;
4,1469,15,106,true,41302,167,13;10;3;12;12;84;24;100;
4,1079,15,106,true,41298,93,1;2;10;18;12;42;100;
4,687,15,106,true,41424,24,1;2;1;2;9;100;
4,814,15,111,true,41114,42,2;7;13;12;100;
4,797,15,111,true,41014,36,1;12;18;100;
4,1047,15,111,true,41361,80,2;2;18;49;100;
4,1282,15,111,true,41325,124,1;1;2;6;9;98;100;
4,719,15,111,true,41215,24,3;5;11;100;
4,1756,15,111,true,41087,206,3;9;10;41;11;69;2;49;100;
4,894,15,111,true,41043,56,1;1;1;1;32;10;100;
4,843,15,111,true,41404,46,1;2;1;2;7;23;100;
4,719,15,111,true,41279,21,1;2;1;10;100;
4,1344,15,111,true,40966,135,10;34;8;78;100;
4,1019,15,116,true,41047,69,2;33;30;100;
4,735,15,116,true,41236,21,2;13;100;
4,1191,15,116,true,41302,85,1;7;70;100;
4,691,15,116,true,41369,15,2;2;6;100;
4,953,15,116,true,41229,57,1;5;3;17;12;8;1;100;
4,1516,15,116,true,41202,156,2;49;2;95;100;
4,970,15,116,true,41305,61,3;1;51;100;
4,1203,15,116,true,41300,102,2;2;2;8;4;1;4;3;1;63;100;
4,1625,15,116,true,41335,176,1;8;22;65;72;100;
4,753,15,116,true,41350,23,1;2;2;2;9;100;
4,1250,15,121,true,41199,104,3;5;45;2;39;100;
4,625,15,121,true,41154,3,100;
4,1110,15,121,true,41240,79,1;3;1;2;16;20;25;100;
4,1078,15,121,true,41403,72,1;1;3;2;2;9;34;9;100;
4,1052,15,121,true,41257,71,3;5;8;18;29;100;
4,719,15,121,true,41040,15,3;3;2;100;
4,1303,15,121,true,41029,112,2;2;1;14;6;22;56;100;
4,1521,15,121,true,41224,148,5;10;35;92;100;
4,890,15,121,true,41125,44,2;6;6;23;1;100;
4,954,15,121,true,41303,54,2;1;20;7;16;100;
4,1125,15,126,true,41222,78,4;12;1;35;1;17;100;
4,1485,15,126,true,41027,134,2;1;2;46;19;54;100;
4,987,15,126,true,41063,53,1;1;8;11;2;22;100;
4,969,15,126,true,41209,50,14;14;14;100;
4,1615,15,126,true,41290,155,2;19;74;18;7;28;100;
4,1812,15,126,true,41096,188,2;5;17;4;26;9;51;23;7;17;13;100;
4,1583,15,126,true,41174,151,3;1;4;13;51;71;100;
4,922,15,126,true,41368,43,7;4;16;9;1;100;
4,735,15,126,true,41400,13,1;1;5;100;
4,735,15,126,true,41254,15,4;2;5;100;
4,2062,15,131,true,41084,216,3;17;62;99;26;100;
4,1799,15,131,true,41182,177,22;25;39;1;48;32;100;
4,1032,15,131,true,41180,55,6;13;4;26;100;
4,1266,15,131,true,41125,92,1;2;1;83;100;
4,861,15,131,true,41330,26,1;2;1;15;100;
4,750,15,131,true,41319,12,4;2;100;
4,1422,15,131,true,41231,114,6;1;7;2;53;35;100;
4,1269,15,131,true,41256,93,2;19;1;13;18;33;100;
4,2159,15,131,true,41219,229,1;12;16;58;36;95;100;
4,1084,15,131,true,41212,63,1;2;1;2;9;5;33;100;
4,1094,15,136,true,41360,63,1;1;4;23;28;100;
4,1110,15,136,true,41135,64,8;8;4;36;100;
4,814,15,136,true,41226,16,1;1;7;2;100;
4,1516,15,136,true,41338,124,1;1;1;4;1;12;12;2;70;4;100;
4,1469,15,136,true,41197,117,2;1;13;94;100;
4,1662,15,136,true,41038,146,4;4;36;24;71;100;
4,719,15,136,true,41139,4,2;100;
4,1180,15,136,true,41121,74,1;16;6;6;2;12;23;100;
4,1516,15,136,true,41296,125,3;8;5;28;6;9;57;100;
4,1015,15,136,true,41176,50,3;1;1;7;14;16;100;
4,1650,15,141,true,41346,138,1;2;47;7;17;55;100;
4,2299,15,141,true,41179,228,4;2;5;15;97;94;100;
4,912,15,141,true,41363,18,8;1;2;100;
4,1612,15,141,true,41142,132,2;7;82;34;100;
4,1488,15,141,true,41272,114,3;3;88;12;100;
4,1990,15,141,true,41030,188,4;1;67;17;27;59;100;
4,922,15,141,true,41079,31,1;1;24;100;
4,1595,15,141,true,41050,129,1;2;1;21;83;12;100;
4,1266,15,141,true,41192,79,3;1;14;9;43;100;
4,1047,15,141,true,41116,47,2;12;13;15;100;
4,906,15,146,true,41269,26,1;3;1;7;6;100;
4,1297,15,146,true,41265,81,2;2;1;37;3;10;17;100;
4,961,15,146,true,41101,33,3;12;1;11;100;
4,1062,15,146,true,41199,48,4;2;36;100;
4,1282,15,146,true,41306,80,2;4;4;5;7;48;100;
4,1266,15,146,true,41079,76,2;2;8;4;7;9;26;6;100;
4,1408,15,146,true,40813,98,3;8;17;63;100;
4,923,15,146,true,41083,27,1;6;16;100;
4,1532,15,146,true,41273,118,1;1;20;35;54;100;
4,1536,15,146,true,41165,115,21;18;66;5;100;
4,1347,15,151,true,41216,78,1;2;7;4;2;50;100;
4,1266,15,151,true,41152,70,1;1;1;3;58;100;
4,1347,15,151,true,41047,84,1;18;60;100;
4,1406,15,151,true,40999,90,2;82;100;
4,828,15,151,true,41194,8,1;1;1;100;
4,1943,15,151,true,41319,164,1;12;12;26;48;57;100;
4,910,15,151,true,41358,22,2;1;2;10;100;
4,969,15,151,true,41324,29,5;3;5;10;100;
4,1329,15,151,true,41070,79,1;1;7;28;12;7;14;100;
4,1000,15,151,true,41332,34,1;9;1;2;6;4;100;
4,1281,15,156,true,41074,68,11;6;4;17;23;100;
4,1141,15,156,true,41032,50,1;1;11;29;100;
4,1129,15,156,true,41236,47,2;9;28;100;
4,1128,15,156,true,41213,49,1;1;1;1;7;9;20;100;
4,1250,15,156,true,41323,64,2;1;4;7;41;100;
4,1344,15,156,true,40928,77,3;16;50;100;
4,2610,15,156,true,41181,246,2;2;90;45;30;64;100;
4,1000,15,156,true,41230,30,2;21;100;
4,882,15,156,true,41229,15,2;3;3;100;
4,2875,15,156,true,41088,262,3;34;7;11;56;46;3;3;89;100;
4,1469,15,161,true,41346,90,1;1;5;6;7;2;1;58;100;
4,1250,15,161,true,41227,61,4;2;4;8;10;4;21;100;
4,913,15,161,true,41369,18,13;100;
4,1782,15,161,true,41096,129,1;5;10;7;1;96;100;
4,1033,15,161,true,41128,32,1;1;2;23;100;
4,1188,15,161,true,41193,56,1;2;3;8;2;1;25;4;100;
