CPU_COUNT,TIME_MS,NN_FACTOR,ANT_COUNT,LOCAL_SEARCH,TOUR_LEN,SOLUTION_FOUND_IN_IT,NON_IMPROVED_PERIODS
4,734,15,1,false,47487,121,1;2;3;6;70;28;1;100;
4,406,15,1,false,52360,17,1;9;100;
4,316,15,1,false,49024,112,1;3;1;9;14;67;8;100;
4,236,15,1,false,48031,96,2;1;4;19;12;1;3;35;6;100;
4,203,15,1,false,47905,79,1;1;4;7;6;1;42;4;100;
4,172,15,1,false,48984,17,1;3;6;100;
4,250,15,1,false,48095,113,1;2;3;15;25;22;34;100;
4,141,15,1,false,49026,19,1;1;9;100;
4,344,15,1,false,48362,196,1;6;28;8;8;50;20;51;2;8;100;
4,297,15,1,false,50516,127,1;1;1;5;3;75;31;100;
4,343,15,6,false,47210,125,2;4;4;2;3;21;3;21;39;10;100;
4,172,15,6,false,47320,22,1;1;9;100;
4,375,15,6,false,46991,152,1;18;16;11;35;4;54;100;
4,250,15,6,false,46796,60,1;11;4;30;100;
4,235,15,6,false,46998,55,4;27;6;4;100;
4,250,15,6,false,47986,69,1;3;53;3;100;
4,375,15,6,false,46502,168,1;3;31;51;12;51;4;100;
4,250,15,6,false,45256,68,1;1;19;20;10;6;100;
4,219,15,6,false,47099,53,1;22;3;16;100;
4,312,15,6,false,46812,96,6;14;64;100;
4,313,15,11,false,46059,107,2;7;6;82;100;
4,359,15,11,false,46847,137,1;9;49;9;56;100;
4,213,15,11,false,45908,36,1;6;1;17;100;
4,657,15,11,false,45609,308,23;28;16;58;1;44;17;25;78;100;
4,250,15,11,false,47257,57,2;5;9;15;14;100;
4,625,15,11,false,45149,311,1;1;31;2;61;11;36;13;82;60;100;
4,328,15,11,false,46883,89,1;2;7;2;3;1;5;3;3;3;43;100;
4,390,15,11,false,46961,158,5;56;50;36;100;
4,563,15,11,false,46008,267,2;1;12;37;63;60;30;47;100;
4,250,15,11,false,46131,60,1;1;1;12;20;6;5;100;
4,203,15,16,false,46144,16,1;1;6;100;
4,422,15,16,false,45608,150,1;3;11;72;17;20;14;100;
