CPU_COUNT,TIME_MS,NN_FACTOR,ANT_COUNT,LOCAL_SEARCH,TOUR_LEN,SOLUTION_FOUND_IN_IT,NON_IMPROVED_PERIODS
4,375,15,1,true,41360,109,5;16;41;41;100;
4,157,15,1,true,42039,30,1;1;17;5;100;
4,171,15,1,true,41684,19,1;1;11;100;
4,235,15,1,true,41780,109,2;7;95;100;
4,255,15,1,true,41652,113,4;4;5;35;56;100;
4,219,15,1,true,41551,85,1;11;3;2;9;5;10;4;30;100;
4,140,15,1,true,41781,12,3;5;100;
4,157,15,1,true,41654,29,2;6;14;100;
4,156,15,1,true,41878,26,2;19;100;
4,234,15,1,true,41709,98,3;3;25;57;100;
4,250,15,6,true,41495,66,3;3;1;9;17;24;100;
4,297,15,6,true,41406,104,3;1;12;4;6;43;27;100;
4,297,15,6,true,41492,98,2;6;85;100;
4,250,15,6,true,41580,52,1;27;3;16;100;
4,266,15,6,true,41611,83,1;1;13;62;100;
4,219,15,6,true,41595,45,2;5;4;2;25;100;
4,281,15,6,true,41722,90,2;3;14;22;42;100;
4,220,15,6,true,41665,50,2;1;1;22;18;100;
4,172,15,6,true,41835,8,1;3;100;
4,250,15,6,true,41908,63,1;8;18;26;100;
4,328,15,11,true,41386,93,1;3;1;1;79;100;
4,234,15,11,true,41462,34,1;3;22;100;
4,203,15,11,true,41387,19,4;1;3;5;100;
4,344,15,11,true,41170,103,1;6;24;33;30;100;
4,188,15,11,true,40802,9,3;100;
4,219,15,11,true,41388,27,3;4;1;12;1;100;
4,328,15,11,true,41797,100,1;2;23;26;20;16;100;
4,250,15,11,true,41235,52,6;4;12;21;1;100;
4,203,15,11,true,41496,22,11;6;100;
4,453,15,11,true,41418,173,3;6;1;59;1;94;100;
4,688,15,16,true,41093,245,1;1;1;23;16;65;70;57;100;
4,250,15,16,true,41521,37,1;1;10;2;15;100;
4,688,15,16,true,41058,271,8;27;24;72;63;69;100;
4,265,15,16,true,41459,38,1;11;19;100;
4,532,15,16,true,41270,197,1;1;6;5;15;35;33;91;100;
4,296,15,16,true,41675,57,1;3;21;10;15;100;
4,282,15,16,true,41400,53,1;2;8;1;5;29;100;
