1,8715
1,9059
1,8795
1,8784
1,9487
1,9021
1,8699
1,8902
1,8747
1,8665
2,8595
2,8152
2,7994
2,8774
2,8221
2,8242
2,7876
2,8402
2,8489
2,8295
3,7675
3,8012
3,8093
3,8196
3,8419
3,7800
3,8201
3,7997
3,8222
3,8218
4,8266
4,8012
4,8326
4,8114
4,7977
4,8059
4,7790
4,8073
4,8106
4,7769
5,8050
5,7742
5,8256
5,8247
5,8066
5,8059
5,8171
5,8185
5,7962
5,7791
6,8039
6,7707
6,7985
6,7944
6,7735
6,8136
6,7887
6,7896
6,8226
6,8182
7,7908
7,7828
7,7960
7,7663
7,8032
7,7905
7,7679
7,7767
7,7801
7,8043
8,7875
8,7548
8,7890
8,8085
8,7859
8,7627
8,7877
8,7706
8,8046
8,7870
9,7786
9,7786
9,7780
9,7927
9,7684
9,7662
9,7854
9,7547
9,7857
9,8287
10,8041
10,7870
10,7784
10,7751
10,8166
10,8224
10,7930
10,7985
10,7854
10,8088
11,7742
11,7939
11,7675
11,7848
11,7825
11,7872
11,8102
11,7860
11,7851
11,7899
12,7866
12,7822
12,7786
12,7663
12,7675
12,7690
12,7783
12,7912
12,7985
12,8040
13,7791
13,8020
13,7783
13,7865
13,7675
13,7987
13,8005
13,7864
13,8035
13,7680
14,8045
14,7892
14,7680
14,7865
14,7675
14,7679
14,7675
14,8218
14,7915
14,7748
15,7897
15,7855
15,7675
15,7663
15,7847
15,7786
15,7674
15,7813
15,7702
15,7707
16,7785
16,7874
16,8040
16,7925
16,7867
16,7786
16,8003
16,7814
16,7679
16,7749
17,7820
17,7875
17,7785
17,7869
17,7896
17,7885
17,7672
17,7918
17,8016
17,8069
18,7707
18,7870
18,7865
18,7680
18,7942
18,7786
18,7780
18,7702
18,7785
18,7898
19,7679
19,7674
19,7679
19,7985
19,7786
19,7785
19,7697
19,7779
19,7976
19,7845
20,7679
20,7658
20,7808
20,7734
20,7675
20,7992
20,7698
20,7918
20,7870
20,7924
21,7680
21,7786
21,7701
21,7831
21,7675
21,7791
21,7865
21,7800
21,7829
21,7753
22,7785
22,7663
22,7698
22,7758
22,7818
22,7663
22,7675
22,7741
22,7812
22,7836
23,7679
23,7749
23,7627
23,7771
23,7707
23,7658
23,7753
23,7731
23,7680
23,7710
24,7662
24,7786
24,7779
24,7759
24,7674
24,7885
24,7939
24,7875
24,7756
24,7889
25,7880
25,7704
25,7679
25,7923
25,7861
25,7680
25,7969
25,7898
25,7870
25,7790
26,7680
26,7675
26,7880
26,7679
26,7542
26,7965
26,7707
26,7663
26,7786
26,7768
27,7754
27,7909
27,7548
27,7870
27,7985
27,7774
27,7870
27,7780
27,7679
27,7870
28,7680
28,7675
28,7782
28,7923
28,7846
28,8034
28,7680
28,7721
28,7903
28,7873
29,7675
29,7806
29,7674
29,7658
29,7765
29,7675
29,7872
29,7658
29,7910
29,7627
30,7658
30,7839
30,7691
30,7778
30,7663
30,7771
30,7658
30,7669
30,7865
30,7575
31,7675
31,7658
31,7663
31,7702
31,7759
31,7807
31,7680
31,7690
31,7680
31,7663
32,7675
32,7754
32,7547
32,7783
32,7711
32,7658
32,7680
32,7759
32,7790
32,7769
33,7751
33,7663
33,7865
33,7658
33,7657
33,7675
33,7658
33,7679
33,7777
33,7772
34,7680
34,7675
34,7855
34,7680
34,7771
34,7782
34,7775
34,7675
34,7674
34,7786
35,7791
35,7658
35,7658
35,7663
35,7663
35,7698
35,7697
35,7658
35,7626
35,7698
36,7680
36,7548
36,7675
36,7780
36,7680
36,7786
36,7769
36,7702
36,7897
36,7583
37,7674
37,7675
37,7657
37,7917
37,7722
37,7680
37,7785
37,7759
37,7718
37,7759
38,7542
38,7626
38,7759
38,7785
38,7917
38,7758
38,7763
38,7780
38,7742
38,7791
39,7785
39,7929
39,7759
39,7675
39,7663
39,7663
39,7790
39,7663
39,7932
39,7695
40,7786
40,7858
40,7652
40,7675
40,7675
40,7658
40,7663
40,7663
40,7675
40,7786
41,7850
41,7719
41,7668
41,7763
41,7658
41,7929
41,7663
41,7897
41,7801
41,7780
42,7791
42,7662
42,7657
42,7771
42,7849
42,7699
42,7780
42,7569
42,7663
42,7663
43,7657
43,7662
43,7663
43,7733
43,7780
43,7790
43,7780
43,7699
43,7658
43,7707
44,7663
44,7663
44,7902
44,7680
44,7911
44,7742
44,7768
44,7680
44,7661
44,7837
45,7675
45,7780
45,7870
45,7786
45,7870
45,7657
45,7707
45,7548
45,7663
45,7674
46,7786
46,7786
46,7758
46,7786
46,7804
46,7722
46,7723
46,7658
46,7791
46,7663
47,7567
47,7663
47,7680
47,7543
47,7658
47,7547
47,7823
47,7675
47,7785
47,7658
48,7677
48,7680
48,7822
48,7782
48,7547
48,7677
48,7925
48,7662
48,7885
48,7680
49,7716
49,7663
49,7791
49,7697
49,7680
49,7604
49,7821
49,7679
49,7826
49,7657
50,7758
50,7679
50,7543
50,7570
50,7737
50,7663
50,7759
50,7663
50,7968
50,7622
51,7574
51,7663
51,7650
51,7674
51,7722
51,7679
51,7680
51,7784
51,7663
51,7663
52,7687
52,7785
52,7548
52,7662
52,7675
52,7699
52,7871
52,7886
52,7658
52,7680
