CPU_COUNT,TIME_MS,NN_FACTOR,ANT_COUNT,LOCAL_SEARCH,TOUR_LEN,SOLUTION_FOUND_IN_IT,NON_IMPROVED_PERIODS
8,781,15,1,false,51117,147,2;1;1;28;3;14;88;100;
8,172,15,1,false,51929,23,3;1;10;100;
8,203,15,1,false,50757,83,2;1;2;35;27;3;100;
8,188,15,1,false,50741,61,1;2;1;7;5;3;33;100;
8,391,15,1,false,49934,211,1;1;3;1;40;46;14;93;100;
8,515,15,1,false,47491,341,2;2;1;2;13;25;30;84;63;20;9;9;19;44;100;
8,203,15,1,false,52987,79,2;10;18;32;6;100;
8,125,15,1,false,50967,15,1;6;100;
8,282,15,1,false,47421,167,2;1;13;41;1;43;55;100;
8,171,15,1,false,49367,53,2;1;1;25;1;15;100;
8,313,15,6,false,46520,146,1;10;6;8;8;98;100;
8,218,15,6,false,45722,85,1;2;3;71;100;
8,235,15,6,false,46954,84,2;1;8;64;100;
8,390,15,6,false,45660,230,1;1;4;16;3;79;48;64;100;
8,219,15,6,false,46892,85,1;1;29;44;100;
8,391,15,6,false,45546,238,1;2;29;37;5;11;2;83;52;2;100;
8,156,15,6,false,46429,27,2;1;1;1;2;9;100;
8,172,15,6,false,47302,40,1;3;3;25;100;
8,141,15,6,false,47437,24,1;2;5;6;100;
8,250,15,6,false,46199,114,2;6;24;12;14;45;100;
8,250,15,11,false,44942,96,1;3;15;10;55;100;
8,171,15,11,false,46636,21,1;2;1;8;100;
8,266,15,11,false,45010,119,1;6;1;1;5;2;10;36;44;100;
8,344,15,11,false,46085,170,2;1;5;16;15;48;4;23;21;21;100;
8,359,15,11,false,45936,185,1;1;10;9;14;49;88;100;
8,172,15,11,false,47049,30,5;4;11;100;
8,563,15,11,false,44902,339,6;11;13;9;44;15;73;98;48;4;100;
8,218,15,11,false,47453,78,1;1;1;1;5;1;6;50;100;
8,235,15,11,false,45957,86,1;1;13;6;54;100;
8,375,15,11,false,44812,205,1;1;4;10;15;39;60;5;56;100;
8,250,15,16,false,46696,107,1;9;3;1;21;3;55;100;
8,219,15,16,false,46474,66,1;33;22;100;
8,312,15,16,false,46295,153,3;7;11;85;35;100;
8,172,15,16,false,46701,24,1;15;100;
8,141,15,16,false,46879,12,1;2;100;
8,234,15,16,false,45764,91,1;1;3;12;1;3;8;48;100;
8,156,15,16,false,46322,23,1;14;100;
8,250,15,16,false,44972,96,5;70;11;100;
8,157,15,16,false,46377,17,1;1;1;3;2;100;
8,265,15,16,false,45285,115,1;1;4;10;46;8;10;20;100;
8,219,15,21,false,46339,72,1;6;38;14;100;
8,234,15,21,false,46574,79,1;6;1;61;100;
8,375,15,21,false,45471,191,1;4;2;12;74;54;27;100;
8,329,15,21,false,46035,154,1;21;23;95;100;
8,203,15,21,false,46510,43,5;28;100;
8,187,15,21,false,46764,44,1;8;27;100;
8,578,15,21,false,45192,339,1;1;4;9;24;33;78;74;40;58;100;
8,188,15,21,false,46316,39,1;15;8;1;1;100;
8,219,15,21,false,46540,73,1;2;2;2;5;46;100;
8,422,15,21,false,44918,228,1;1;4;15;2;63;5;21;99;100;
8,390,15,26,false,45394,184,2;15;44;10;54;44;100;
8,297,15,26,false,45802,115,1;3;16;22;36;24;100;
8,391,15,26,false,45380,192,1;4;69;11;89;4;100;
8,390,15,26,false,45844,188,1;1;1;2;1;28;15;23;33;70;100;
8,313,15,26,false,46447,143,1;1;1;15;5;51;34;23;100;
8,172,15,26,false,45932,19,1;3;2;100;
8,234,15,26,false,46150,59,1;2;1;17;24;100;
8,438,15,26,false,45610,216,2;46;54;93;6;100;
8,218,15,26,false,46160,56,1;1;2;14;12;12;100;
8,313,15,26,false,46088,97,1;2;2;2;3;6;19;3;45;100;
8,375,15,31,false,44534,170,1;2;1;36;28;17;1;18;41;2;4;100;
8,406,15,31,false,44934,183,1;30;37;86;3;11;100;
8,281,15,31,false,45833,104,1;1;31;61;100;
8,297,15,31,false,44473,110,2;1;44;12;20;18;100;
8,203,15,31,false,45818,35,1;1;9;3;9;100;
8,250,15,31,false,45519,68,1;1;55;100;
8,485,15,31,false,45684,242,1;5;9;64;82;41;27;100;
8,234,15,31,false,45379,66,1;6;9;38;100;
8,328,15,31,false,45743,122,2;1;6;30;19;43;8;100;
8,172,15,31,false,46086,15,1;1;2;100;
8,344,15,36,false,45436,111,1;1;5;1;6;44;37;100;
8,250,15,36,false,46039,55,1;1;10;3;21;2;7;100;
8,265,15,36,false,45568,74,1;63;100;
8,219,15,36,false,45813,46,4;2;8;8;10;100;
8,344,15,36,false,45405,119,1;3;34;66;100;
8,656,15,36,false,45252,323,1;13;76;11;13;17;47;79;31;18;100;
8,313,15,36,false,45747,109,4;15;76;100;
8,281,15,36,false,45356,98,1;9;76;100;
8,375,15,36,false,44873,139,1;6;17;6;2;94;100;
8,250,15,36,false,44826,71,1;1;6;15;2;29;100;
8,218,15,41,false,46185,23,1;2;8;100;
8,329,15,41,false,45288,110,1;2;14;10;45;23;2;100;
8,375,15,41,false,44378,93,2;2;12;7;8;51;100;
8,234,15,41,false,46460,53,1;2;12;8;20;100;
8,281,15,41,false,46061,77,1;3;25;36;100;
8,266,15,41,false,45264,66,1;1;1;17;23;9;100;
8,234,15,41,false,46315,49,1;25;11;100;
8,344,15,41,false,45922,124,1;56;47;8;100;
8,203,15,41,false,45600,19,2;4;100;
8,313,15,41,false,46103,97,1;26;20;39;100;
8,187,15,46,false,45726,16,1;2;2;1;100;
8,578,15,46,false,44391,272,1;6;3;3;5;5;4;2;25;17;16;22;55;7;79;100;
8,219,15,46,false,44762,36,4;6;13;100;
8,281,15,46,false,45100,81,1;1;7;3;12;12;31;100;
8,344,15,46,false,45598,123,5;28;20;8;16;31;100;
8,234,15,46,false,45803,34,3;19;100;
8,516,15,46,false,44967,219,1;2;16;7;59;3;25;92;100;
8,360,15,46,false,45895,109,1;1;2;32;29;31;100;
8,265,15,46,false,45929,69,1;6;52;100;
8,469,15,46,false,44947,203,1;1;6;8;32;45;96;100;
8,531,15,51,false,44992,227,1;14;4;39;5;86;64;100;
8,188,15,51,false,46464,17,1;2;1;4;100;
8,359,15,51,false,44911,103,9;6;74;100;
8,313,15,51,false,44969,90,1;1;8;2;22;42;100;
8,375,15,51,false,45395,127,1;1;1;2;4;2;3;10;1;87;100;
8,312,15,51,false,45508,88,1;16;3;11;20;21;100;
8,406,15,51,false,44550,155,1;4;6;4;7;59;15;43;100;
8,391,15,51,false,45356,138,38;73;13;100;
8,250,15,51,false,45656,41,2;28;100;
